"Invalid USPS XML code type: %s","Código XML de USPS inválido tipo: %s"
"Invalid FedEx XML code for type %s: %s","Código XML FedEx inválido para el tipo %s :%s"
"Invalid FedEx XML code type: %s","Código XML FedEx inválido tipo: %s"
"Business Service Center","Centro de Servicio de Negocios"
"Shipping key","Clave de envío"
"Shipping key (International)","Clave de envío (Internacional)"
"Commercial","Comercial"
"Ground Commercial","Comercial por Tierra"
"Configuration","Configuración"
"Additional Protection Configuration Value","Configuración del Valor de Protección Adicional"
"Container","Contenedor"
"Password","Contraseña"
"Express Mail","Correo Express"
"Next Afternoon","Día Siguiente por la Tarde "
"Domestic Shipment Days","Días Hábiles de Envío"
"Package Description","Descripción del paquete"
"Receiver","Destinatario"
"DHL","DHL"
"Invalid DHL XML code for type %s: %s","DHL código XML inválido para el tipo %s: %s"
"Invalid DHL XML code type: %s","DHL código XML inválido tipo: %s"
"Shipment Contains Hazardous Materials","El Envío Contiene Materiales Peligrosos"
"Packaging","Embalaje"
"Customer Packaging","Embalaje del Cliente"
"Enable Negotiated Rates","Enable Negotiated Rates"
"Residential Delivery","Entrega a Domicilio"
"Home Delivery","Entrega a Domicilio"
"Delivered","Entregado"
"Free shipping with minimum order amount","Envío gratis con el monto mínimo en el pedido"
"Shipment is not available.","Envío no está disponible."
"Shipment picked up","Envío recogido"
"Shipment Dutiable","Envío Sujeto a Impuestos Aduaneros"
"Ship to applicable countries","Enviar a países aplicables"
"Ship to Specific countries","Enviar a países específicos"
"Error #%s: %s","Error #%s: %s"
"Error #%s : %s (%s)","Error #%s: %s (%s)"
"Unknown error","Error desconocido"
"Station","Estación"
"Standard Overnight","Estándar de Noche"
"Europe First Priority","Europa Prioridad Uno"
"Express","Express"
"Express 10:30 AM","Express 10:30 AM"
"Please enter the package weight","Favor de introducir el peso del paquete"
"FedEx","FedEx"
"1 Day Freight","Flete 1 Día"
"2 Day Freight","Flete 2 Días"
"3 Day Freight","Flete 3 Días"
"Intl Economy Freight","Flete Económico Intl."
"Response is in the wrong format","Formato erróneo para la respuesta"
"Large","Grande"
"Enabled","Habilitado"
"Access ID","ID de Acceso"
"Account ID","ID de Cuenta"
"User ID","ID de Usuario"
"UserId","IDusuario"
"International First","Internacional de Primera"
"International Economy","Internacional Económico"
"International Express","Internacional Express"
"International Shipment Days","International Días de Envío"
"Kilograms","Kilogramos"
"Default Package Length","Largo del Paquete Predeterminada"
"Pounds","Libras"
"Bound Printed Matter","Márgenes de Impresión"
"Pickup method","Método de recolección"
"Additional Protection Value Rounding Method","Método de Redondeo del Valor de Protección Adicional"
"Free method","Método Gratis"
"Allowed methods","Métodos permitidos"
"Media Mail","Medio de Correo"
"Displayed Error Message","Mensaje de error en pantalla"
"Show method if not applicable","Mostrar método si no aplica"
"Account number","Número de cuenta"
"Access license number","Número de licencia de acceso"
"No","No"
"There is no available method for selected shipping address.","No hay ningún método disponible para la dirección de envío seleccionada."
"Non-rectangular","No Rectangular"
"Unable to retrieve tracking","No se puede recuperar el rastreo"
"Cannot retrieve shipping rates","No se pueden recuperar los gastos de envío"
"Sort order","Ordenar Pedido"
"Origin of the shipment","Origen del envío"
"Package","Paquete"
"FedEx Pak","Paquete FedEx"
"Parcel","Paquetes"
"Order","Pedido"
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Peso Máximo del paquete (por favor consulte a su compañía de envío para obtener el peso máximo soportado del envío)"
"Flat","Plano"
"First-Class","Primera Clase"
"First Overnight","Primero de Noche"
"Priority Mail","Prioridad de Correo"
"Intl Priority Freight","Prioridad de Flete Intl."
"Priority Overnight","Prioridad de Noche"
"International Priority","Prioridad International"
"Additional Protection Enabled","Protección Adicional Habilitada"
"Gateway URL","Puerta de enlace URL"
"Gateway XML URL","Puerta de enlace XML URL"
"Machinable","Realizable a Máquina"
"Regular Pickup","Recolección Normal"
"Rectangular","Rectangular"
"Round","Redondeo"
"Regular","Regular"
"Sender","Remitente"
"Residential","Residencial"
"Ground Residential","Residencial por Tierra"
"Empty response","Respuesta Vacia"
"Express Saturday","Sábado Express "
"Yes","Sí"
"Used only when 'Additional Protection Value' is set to 'Configuration'. Can contain only numeric amount.","Sólo usar cuando 'Valor de Protección Adicional' se establece que 'Configuración'. Sólo puede contener cantidad numérica."
"Tracking XML URL","Seguimiento de URL en XML"
"3 Day Select","Seleccionar 3 Días"
"UPS Three-Day Select","Seleccionar UPS Tres Días"
"Parcel Post","Servicio de Paquetes Postales"
"Second Day Service","Servicio de Segundo Día"
"Shipper Number","Shipper Number"
"Flat-Rate Envelope","Sobre de Tarifa Fija"
"FedEx Envelope","Sobre FedEx"
"Oversize","Sobredimensionado"
"Request Courier","Solicitud de Mensajería"
"Subtotal","Subtotal"
"Subtotal With Discount","Subtotal Con Descuento"
"Additional Protection Min Subtotal","Subtotal Mínimo de Protección Adicional"
"Size","Tamaño"
"Handling fee","Tarifa de tramitación"
"Title","Título"
"UPS Express Early A.M.","Temprano A.M. UPS Express"
"Next Day Air Early AM","Temprano AM Al Día Siguiente Aéreo"
"Next Day Air Early AM Letter","Temprano AM Al Día Siguiente Aéreo Carta"
"Third Party","Terceros"
"Ground","Terrestre"
"Destination type","Tipo de destino"
"Shipment type","Tipo de envío"
"Shipment Duty Payment Type","Tipo de envío de pago de impuestos aduaneros"
"All Services","Todos los Servicios"
"Handling Applied","Tramitación Aplicada"
"FedEx Tube","Tubo FedEx"
"Your Packaging","Tus Empaques"
"Weight Unit","Unidad de Peso"
"United Parcel Service","United Parcel Service (UPS)"
"United Parcel Service XML","United Parcel Service (UPS) en XML"
"UPS","UPS"
"UPS Expedited","UPS Acelerado"
"UPS Saver","UPS Ahorro"
"UPS Worldwide 10 kilo","UPS Al Rededor del Mundo 10 kilos"
"UPS Worldwide 25 kilo","UPS Al Rededor del Mundo 25 kilo"
"UPS Worldwide Expedited","UPS Al Rededor del Mundo Acelerado"
"UPS Worldwide Express","UPS Al Rededor del Mundo Express"
"UPS Worldwide Express Plus","UPS Al Rededor del Mundo Express Plus"
"UPS Worldwide Express PlusSM","UPS Al Rededor del Mundo Express PlusSM"
"UPS Next Day Air","UPS Día Siguiente Aéreo"
"UPS Next Day Air Saver","UPS Día Siguiente Aéreo Ahorros"
"UPS Next Day Air Early A.M.","UPS Día Siguiente Aéreo Temprano A.M."
"UPS Standard","UPS Estándar"
"UPS Express","UPS Express"
"UPS Express Plus","UPS Express Plus"
"UPS Today Standard","UPS Hoy Estándar"
"UPS Today Express","UPS Hoy Express"
"UPS Today Express Saver","UPS Hoy Express Ahorro"
"UPS Today Intercity","UPS Hoy Interciudad"
"UPS Today Dedicated Courrier","UPS Hoy Transporte Dedicado"
"UPS Second Day Air","UPS Segundo Día Aéreo"
"UPS Second Day Air A.M.","UPS Segundo Día Aéreo A.M."
"UPS Ground","UPS Terrestre"
"UPS type","UPS Tipo"
"UPS Tube","UPS Tubo"
"USPS","USPS"
"Additional Protection Value","Valor de Protección Adicional"
"Variable","Variable"
