"ZIP/Post Code","C.P./Código Postal"
"ZIP/Postal Code","C.P./Código Postal"
"Zip/Postal Code","C.P./Código Postal"
"Street Address","Calle"
"Change Password","Cambiar contraseña"
"Change Account Password","Cambiar contraseña de la cuenta"
"Change Shipping Address","Cambiar la dirección de envío"
"Change Billing Address","Cambiar la dirección de facturación"
"Cancel","Cancelar"
"Qty","Cant."
"Shopping Cart","Carrito de Compras"
"Shopping Cart - %d item(s)","Carrito de Compras - %d artículo(s)"
"City","Ciudad"
"Tax class","Clase de Impuestos"
"Tax Class","Clase de Impuestos"
"Wrong confirmation key.","Clave de confirmación equivocada."
"New account confirmation key","Clave para Cuenta Nueva Confirmada"
"Customer","Cliente"
"Customer Since","Cliente Desde"
"New Customer","Cliente Nuevo"
"Customers","Clientes"
"New Customers","Clientes Nuevos"
"Registered Customers","Clientes Registrados"
"Customer collection expected","Colección de cliente esperada"
"Entity collection is expected","Colección de Entidad esperada"
"Product Reviews","Comentarios de Productos"
"Company","Compañía"
"Share Customer Accounts","Compartir Cuentas de Clientes"
"Purchase On","Compra en"
"Bought From","Comprado de"
"Purchased at","Comprado en"
"Online","Conectado"
"Config","Configuración"
"Customer Configuration","Configuración del Cliente"
"Confirmed","Confirmado"
"Confirm Password","Confirmar contraseña"
"Confirm New Password","Confirmar nueva contraseña"
"Invalid attribute set specified, skipping the record","conjunto inválido de atributo especificado, registro omitido"
"Password","Contraseña"
"Current Password","Contraseña actual"
"Password Management","Contraseña de Gestión"
"Invalid current password","Contraseña inválida"
"New password","Contraseña Nueva"
"New Password","Contraseña Nueva"
"Password forgotten","Contraseña Olvidada"
"Email","Correo electrónico"
"Create","Crear"
"Create customer","Crear cliente"
"Create New Customer Account","Crear Cuenta Nueva de Cliente"
"Create customer address","Crear dirección de cliente"
"Create Order","Crear Pedido"
"Create an Account","Crear una Cuenta"
"CSV","CSV"
"Wrong customer account specified.","Cuenta de cliente especificada equivocada."
"Account Dashboard","Cuenta del Panel de Control"
"New account","Cuenta Nueva"
"New account confirmed","Cuenta Nueva Confirmada"
"Unsubscribe from newsletter","Darse de baja del boletín de noticias"
"Invalid customer data","Datos de los clientes Inválidos"
"Day","Día"
"Days in Wishlist","Días en Lista de Deseos"
"Offline","Desconectado"
"Unknown","Desconocido"
"User description","Descripción de usuario"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","Desde su Mi cuenta"" de su escritorio usted tiene la posibilidad de ver un resumen de su actividad reciente de la cuenta y actualizar la información de su cuenta. Elija uno de los enlaces siguientes para ver o modificar la información."""
"Details","Detalles"
"Address","Dirección"
"Street Address ","Dirección de calle "
"Email Address","Dirección de Email"
"Invalid email address","Dirección de Email inválida"
"Invalid email address ""%s""","Dirección de email inválida ""%s"""
"Default Shipping Address","Dirección de Envío Predeterminada"
"Default Billing Address","Dirección de facturación Predeterminadas"
"Address Information","Dirección de Información"
"IP Address","Dirección IP"
"New Address","Dirección Nueva"
"New Customer Address","Dirección Nueva de Cliente"
"New Address Entry","Dirección Nueva de Ingreso"
"Primary Shipping Address","Dirección Principal de Envío"
"Primary Billing Address","Dirección Principal de Facturación"
"Addresses","Direcciones"
"Customer Addresses","Direcciones del cliente"
"Default Addresses","Direcciones Predeterminadas"
"Default Email Domain","Dominio de Email Predeterminado"
"Password fields can't be empty.","El campo de la contraseña no puede queda vacio."
"Customer doesn't have primary billing address","El cliente no tiene la dirección principal de facturación"
"Customer website id must be specified, when using website scope.","El id del sitio web del cliente debe ser especificado, cuando utilice el alcance del sitio web."
"Password minimal length must be more %s","El largo mínimo de la contraseña debe tener más %s"
"The suffix that goes after name (Jr., Sr., etc.)","El sufijo que va después del nombre (Jr., Sr., etc.)"
"The title that goes before name (Mr., Mrs., etc.)","El título que va antes del nombre (Mr., Mrs., etc.)"
"Remove","Eliminar"
"Delete","Eliminar"
"Delete customer","Eliminar cliente"
"Delete Customer","Eliminar Cliente"
"Delete Address","Eliminar Dirección"
"Delete customer address","Eliminar dirección de cliente"
"Delete Customer Group","Eliminar Grupo de Clientes"
"Welcome Email","Email de bienvenida"
"Default Welcome Email","Email de bienvenida predeteerminado"
"Customer email already exists","Email de cliente ya existe"
"Wrong email.","Email equivocado."
"Missing email, skipping the record","Email faltante, registro omitido"
"Confirmation Link Email","Enlace de Email Confirmado"
"Additional Address Entries","Entradas de Direcciones Adicionales"
"Send Welcome Email after Confirmation","Envíar email de bienvenida después de la confirmación"
"Sent","Enviado"
"Shipped to Last Name","Enviado por Apellido"
"Shipped to Name","Enviado por Nombre"
"Shipped to First Name","Enviado por Nombre"
"Submit","Enviar"
"Sending","Enviar"
"Send auto-generated password","Enviar contraseña generada automáticamente"
"Send welcome email","Enviar correo electrónico de bienvenida"
"Send confirmation link","Enviar enlace de confirmación"
"Ship to Last name","Enviar por Apellido"
"Ship to First name","Enviar por Nombre"
"Error during retrieval of option value: %s","Error en la recuperación de la opción de valor: %s"
"This account is not confirmed.","Esta cuenta no esta confirmada."
"This email address was not found in our records","Esta dirección de Email no se encuentra en nuestros registros"
"This is My Primary %s Address","Esta es mi Dirección Principal %s"
"Set as Default Shipping Address","Establecer como Predeterminada la Dirección de Envío"
"Set as Default Billing Address","Establecer como Predeterminada la Dirección de Facturación"
"Sales Statistics","Estadísticas de Ventas"
"State/Province","Estado/Provincia"
"Status","Estatus"
"This customer has no saved addresses.","Este cliente no tiene direcciones guardadas."
"This e-mail does not require confirmation.","Este email no requiere ser confirmado."
"This Email will be sent instead of Default Welcome Email, after Account Confirmation.","Este email será enviado en lugar del email de bienvenida predeterminado, después de la confirmación de la cuenta."
"Product Tags","Etiquetas de Productos"
"Ext. Price","Ext. Precio"
"Bill to Name","Factura a nombre de"
"Failed to confirm customer account.","Falla al confirmar la cuenta del cliente."
"Fax","Fax"
"DD","DD"
"Date","Fecha"
"Date of Birth","Fecha de nacimiento"
"Date Added","Fecha en que se agregó"
"Newsletter Finish","Finalizar Noticia"
"Manage Customers","Gestión de Clientes"
"Manage Addresses","Gestión de Direcciones"
"Global","Global"
"Thank you for registering with %s.","Gracias por registrarse con %s."
"Group","Grupo"
"Group ""%s"" can not be deleted","Grupo ""%s"" no puede ser eliminado"
"Customer Group","Grupo de Clientes"
"Customer Group was successfully deleted","Grupo de clientes eliminado exitosamente"
"Customer Group was successfully saved","Grupo de clientes guardado exitosamente"
"New Customer Group","Grupo de Clientes Nuevo"
"Array of Entity collections is expected","Grupo de colecciones de entidades es esperado"
"New Group","Grupo Nuevo"
"Default Group","Grupo predeterminado"
"Customer Groups","Grupos de Clientes"
"New Customer Groups","Grupos de Clientes Nuevos"
"Saved ","Guardado"
"Save","Guardar"
"Save Customer","Guardar Cliente"
"Save Password","Guardar Contraseña"
"Save Address","Guardar Dirección"
"Save Customer Group","Guardar Grupo de Clientes"
"HTML","HTML"
"ID","ID"
"Product ID","ID de Productos"
"Contact Information","Información de Contacto"
"Account Information","Información de cuenta"
"Shipping Information","Información de Envío"
"Billing Information","Información de facturación"
"Group Information","Información de Grupo"
"Login Information","Información de Inicio de Sesión"
"Newsletter Information","Información de Noticia"
"Customer Information","Información del cliente"
"Personal Information","Información Personal"
"Disabled","Inhabilitado"
"Newsletter Start","Iniciar Noticia"
"Login","Iniciar Sesión"
"Log In","Iniciar sesión"
"Login or Create an Account","Iniciar sesión ó crear una cuenta"
"Log in or Create an Account","Iniciar sesión o crear cuenta"
"Login and password are required","Iniciar sesión y contraseña son requeridos"
"Customer Login","Inicio de sesión del cliente"
"Online Minutes Interval","Intervalos en Minutos de Conexión"
"Please enter your email below and we'll send you confirmation link for it.","Introduzca su email abajo por favor y le enviaremos un enlace de confirmación."
"Guest","Invitado"
"Go to Address Book","Ir a la Libreta de direcciones"
"Password must have at least 6 characters. Leading or trailing spaces will be ignored.","La contraseña debe tener al menos 6 caracteres. Espacios entre caracteres serán ignorados."
"Password can't be empty","La contraseña no puede queda vacía"
"The address does not belong to this customer","La dirección no pertenece a este cliente"
"The address was successfully deleted","La dirección se ha eliminado"
"The address was successfully saved","La dirección se ha guardado"
"Date of Birth is required.","La Fecha de nacimiento es requerida."
"Account information was successfully saved","La información de la cuenta se ha guardado"
"Address Book","Libreta de Direcciones"
"Wishlist","Lista de Deseos"
"Wishlist - %d item(s)","Lista de Deseos -%d artículo(s)"
"Order List...","Lista de Pedidos..."
"Online Customers","Los clientes Online"
"M.I.","M.I."
"Bad request.","Mal solicitado."
"Shipping Method","Método de Envío"
"Payment Method","Método de Pago"
"Month","Mes"
"My Account","Mi Cuenta"
"My Account Dashboard","Mi Cuenta de Panel de Control"
"My Wishlist","Mi Lista de Deseos"
"My Dashboard","Mi Panel de Control"
"My Reviews","Mis Comentarios"
"My Tags","Mis Etiquetas"
"My Orders","Mis Pedidos"
"MM","MM"
"Edit","Modificar"
"Edit Address","Modificar Dirección"
"Edit Customer's Address","Modificar Dirección del Cliente"
"Edit Address Entry","Modificar Entrada de Dirección"
"Edit Group","Modificar Grupo"
"Edit Customer Group ""%s""","Modificar Grupo de Clientes ""%s"""
"Edit Customer Groups","Modificar Grupos de Clientes"
"Edit Account Information","Modificar información de la cuenta"
"Edit Account Info","Modificar Información de la Cuenta"
"Edit Personal Information","Modificar Información Personal"
"Edit Newsletters","Modificar Noticias"
"Edit Newsletter Subscription","Modificar Suscripción de Noticias"
"Amount","Monto"
"Show date of birth","Mostrar fecha de nacimiento"
"Show Tax/VAT number","Mostrar número de Impuestos/IVA"
"Show prefix","Mostrar prefijo"
"Show middle name (initial)","Mostrar segundo nombre (iniciales)"
"Show suffix","Mostrar sufijo"
"n/a","n/a"
"Number of lines in a street address ","Número de lineas en la calle de la dirección "
"Tax/VAT number","Número Impuestos/IVA"
"TAX/VAT number is required.","Número Impuestos/IVA es requerido."
"Not confirmed, cannot login","No confirmado, no puede registrarse"
"Not confirmed, can login","No confirmado, puede registrarse"
"Not Sent","No Enviado"
"There are no items in customer's shopping cart at the moment","No hay ningún artículo en el carrito de compras del cliente por el momento"
"There are no items in customer's wishlist at the moment","No hay ningún artículo en la lista de deseos del cliente por el momento"
"Last name can't be empty","No puede dejar vacio el apellido"
"First name can't be empty","No puede quedar vacio el nombre"
"Can't share customer accounts global. Because some customer accounts with same emails exist on multiple websites and cannot be merged.","No se puede compartir cuentas globales de clientes. Ya que algunas cuentas de clientes con el mismo email existen en sitios web múltiples y no pueden ser fusionados."
"Can't save customer","No se puede guardar al cliente"
"Can't save address","No se puede guardar la dirección"
"SKU","No. Ref. (SKU)"
"Name","Nombre"
"First Name","Nombre"
"Tag Name","Nombre de etiqueta"
"Group Name","Nombre del Grupo"
"Product name","Nombre del producto"
"Product Name","Nombre del Producto"
"Missing firstname, skipping the record","Nombre faltante, registro omitido"
"Newsletter","Noticia"
"No Newsletter Found","Noticia No Encontrada"
"Newsletter Received","Noticia Recibida"
"Newsletters","Noticias"
"Never","Nunca"
"Invalid attribute option specified for attribute %s (%s), skipping the record","Opción de atributo inválida especificado para el atributo %s (%s), registro omitido"
"Invalid option id specified for %s (%s), skipping the record","Opción inválida de id especificada para %s (%s), registro omitido"
"Online Customers Options","Opciones de clientes conectados"
"Password Options","Opciones de Contraseña"
"Account Sharing Options","Opciones de Cuenta Compartida"
"Name and Address Options","Opciones de Nombre y Dirección"
"Prefix dropdown options","Opciones de Prefijo para dropdown"
"Suffix dropdown options","Opciones de Sufijo dropdown"
"Create New Account Options","Opciones para Crear una cuenta nueva"
"Country","País"
"To Cart","Para el Carrito"
"Paused","Pausa"
"PDF","PDF"
"Order #","Pedido #"
"Order #%s (%s)","Pedido #%s (%s)"
"Orders","Pedidos"
"Recent Orders","Pedidos Recientes"
"Pending","Pendiente"
"Forgot Email Template","Plantilla para Email Olvidado"
"Please select region, state or province","Por favor seleccione la región, estado o provincia"
"Please make sure your passwords match.","Por favor, asegúrese de que sus contraseñas coincidan."
"Please enter your email below and we'll send you a new password.","Por favor, introduzca su Email más abajo y le enviaremos una contraseña nueva."
"Please enter your email.","Por favor, introduzca su Email."
"Per Website","Por Sitio Web"
"Price","Precio"
"Prefix","Prefijo"
"Problem saving the collection, aborting. Error: %s","Problema al guardar la colección, abortando. Error: %s"
"Product","Producto"
"No product collections found","producto de las colecciones no se encuentra"
"Retrieve your password here","Recupera tu contraseña aquí"
"Retrieve customers","Recuperar clientes"
"Retrieve address data","Recuperar datos de dirección"
"Retrieve customer data","Recuperar datos del cliente"
"Retrieve customer addresses","Recuperar dirección del cliente"
"Retrieve your confirmation link here","Recuperar enlace de confirmación aquí"
"Retrieve customer's groups","Recuperar grupos de clientes"
"Retrieve customers info","Recuperar información de clientes"
"Retrieve address info","Recuperar información de dirección"
"Refunded","Reembolso"
"Sign Up for Newsletter","Regístrese para Recibir Noticias"
"Wrong region id by selected country","Región ID errónea para el país seleccionado"
"Invalid login or password.","Registro o contraseña inválido."
"Records for ""","Registros para """
"Email Sender","Remitente de Email"
"Forgot Email Sender","Remitente Email Olvidado"
"Require Emails Confirmation","Requiere confirmación de email"
"Please, check your e-mail for confirmation key.","Revise su email para la clave de confirmación por favor."
"Log Out","Salir"
"Skip import row, required field ""%s"" not defined","Saltar renglón de importar, campo requerido ""%s"" sin definir"
"Skip import row, website ""%s"" field not exists","Saltar renglón de importar, sitio web ""%s"" campo no existe"
"Save And Continue Edit","Save And Continue Edit"
"Customers Only","Sólo clientes"
"Visitors Only","Sólo Visitantes"
"There was an error while deleting the address","Se ha producido un error mientras se eliminaba la dirección"
"Customers Section","Sección de Clientes"
"Continue Shopping","Seguir comprando"
"Please select","Seleccione, por favor"
"If you have an account with us, please log in.","Si usted tiene una cuenta con nosotros, por favor inicie su sesión."
"Always optional","Siempre opcional"
"Website","Sitio Web"
"Suffix","Sufijo"
"Subscribe to newsletter","Suscríbase a noticias"
"Sign up for our newsletter","Suscríbase a nuestras noticias"
"Subscribe","Suscribir"
"Newsletter Subscription","Suscripción a Noticias"
"General Subscription","Suscripción General"
"Telephone","Teléfono"
"Text","Texto"
"Session Start Time","Tiempo de inicio de sesión"
"Lifetime Sales","Tiempo de Vida de Venta"
"Store","Tienda"
"Invalid store specified, skipping the record","Tienda especificada inválida, registro omitido"
"Deleted Stores","Tiendas Eliminadas"
"Type","Tipo"
"Wrong transactional account email type.","Tipo de cuenta de Email transaccional."
"All Store Views","Todas las Vistas de Tienda"
"All","Todo"
"All countries","Todos los países"
"Grand Total","Total"
"Total","Total"
"Order Total","Total del pedido"
"Grand Total: %s","Total: %s"
"Your account balance is: %s","Tu saldo de la cuenta es: %s"
"A new password was sent","Una contraseña nueva ha sido enviada"
"Text One Line","Una línea de texto"
"Use as my default shipping address","Usar como mi dirección de envío predeterminada"
"Use as my default billing address","Usar como mi dirección de facturación predeterminada"
"Use as My Primary %s Address","Usar como Mi Dirección Principal %s"
"You have placed no orders yet.","Usted aún no ha puesto pedidos."
"You have placed no products yet.","Usted aún no han puesto productos."
"You are currently subscribed to our newsletter","Usted está suscrito a nuestro boletín de noticias"
"You are currently subscribed to our newsletter.","Usted está suscrito a nuestro boletín de noticias."
"You have been successfully logged out and will be redirected to our homepage in 5 seconds.","Usted ha sido registrado con éxito y va a ser redirigido a nuestra página web en 5 segundos."
"You have not set a primary shipping address.","Usted no ha configurado una dirección de envío principal."
"You have not set a primary billing address.","Usted no ha configurado una dirección de facturación principal."
"You have no additional address entries in your address book.","Usted no tiene entradas de direcciones adicionales en la libreta de direcciones."
"You have no primary entries in your address book.","Usted no tiene entradas principales en la libreta de direcciones."
"You have no default shipping address in your address book.","Usted no tiene la dirección de envío predeterminada en su libreta de direcciones."
"You have no default billing address in your address book.","Usted no tiene la dirección de facturación predeterminada en su libreta de direcciones."
"You have no additional entries in your address book.","Usted no tiene más entradas en la libreta de direcciones."
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Valores separados por semicolon (;).<br/>Poner semicolon al principio para la primer opción vacía.<br/>Dejar en blanco para abrir campo de texto."
"Average Sale","Venta Promedio"
"View","Ver"
"View Order List","Ver Lista de Pedido"
"View Order","Ver Pedido"
"Visible In","Visible En"
"Visitor","Visitantes"
"Store View","Vista de Tienda"
"Customer View","Vista del Cliente"
"Back","Volver"
"Back to Login","Volver al inicio de sesión"
"XML","XML"
"You're now Logged Out","Ya no estás en sesión"
"If there is an account associated with %s you will receive an email with a link to reset your password.","Si existe una cuenta asociada con %s recibirás un correo electrónico con un enlace para restaurar tu contraseña"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Ya existe una cuenta con esta dirección de correo eletrónico. Si estas seguro que es tu correo electrónico, has <a href=""%s"">clic aquí</a> para obtener tu contraseña e ingresar a tu cuenta."
"Back to Login?","Volver a iniciar sesión"
"Sign In","Iniciar Sesión"
"Please type the letters below","Escriba los caracteres que ve en la imagen"
"You have not set a default billing address.","Usted no tiene dirección de facturación aún."
"You have not set a default shipping address.","Usted no tiene dirección de envío registrada."
"Ship To","Enviar a"
"You are now logged out","Tu sesión ha terminado"
"You have logged out and will be redirected to our homepage in 5 seconds.","Tu sesión ha terminado y serás redirigido en nuestra página principal en 5 segundos."
"Incorrect CAPTCHA.","CAPTCHA Incorrecto"
