"Edit Design Change","Editar Cambiar Diseño"
"Website code should contain only letters (a-z), numbers (0-9) or underscore(_), first character should be a letter","El código del Sitio Web debe contener sólo letras (a-z), números (0-9) o guión bajo (_), el primer carácter debe ser una letra "
"Model collection resource name is not defined","El nombre de recursos de recolección de modelo no está definido"
"Website was successfully deleted.","El Sitio Web se ha eliminado."
"Delete","Eliminar"
"Delete Store","Eliminar la tienda"
"Delete Website","Eliminar sitio Web"
"Delete Store View","Eliminar Vista de Tienda"
"Custom email 1","email 1 personalizado"
"Custom email 2","email 2 personalizado"
"Sender email","Email del remitente"
"Admin User Emails","Emails de Usuarios Administrador"
"Startup page","Empezar página"
"Header","Encabezado"
"HTML Head","Encabezado HTML"
"Polls","Encuestas"
"Base Link URL","Enlace a URL Base"
"Error while saving. Please try again later.","Error al guardar. Por favor, inténtelo de nuevo más tarde."
"Error in file: ""%s"" - %s","Error en el archivo: ""%s"" - %s"
"Error: Passwords do not match","Error: Contraseñas no coinciden"
"Please choose to register or to checkout as a guest","Escoja registrarse o como invitado para realizar su pago por favor"
"Specify either category or product, or both.","Especificar ya sea categoría o producto, o ambos."
"Please specify shipping method.","Especifique método de envío por favor."
"Please specify payment method.","Especifique método de pago por favor."
"This category and its products only","Esta categoría y sus productos únicamente"
"This category and all its child elements","Esta categoría y todos sus elementos hijos"
"This category and its child categories only","Esta categoría y todos sus elementos hijos únicamente"
"This store cannot be deleted","Esta tienda no puede ser eliminada"
"This store cannot be deleted.","Esta tienda no puede ser eliminada."
"This store view cannot be deleted","Esta vista de tienda no puede ser eliminada"
"This store view cannot be deleted.","Esta vista de tienda no puede ser eliminada."
"Set as default","Establecer como predeterminado"
"Status","Estatus"
"This is a required field.","Este es un campo obligatorio."
"This website cannot be deleted","Este sitio web no puede ser eliminado"
"This website cannot be deleted.","Este sitio web no puede ser eliminado."
"This will be included before head closing tag in page HTML","Esto será incluido antes de cerrar la etiqueta head en la página HTML"
"This will be displayed just before body closing tag","Esto será mostrado justo antes de cerrar la etiqueta body"
"Date To","Fecha A"
"Start date can't be greater than end date","Fecha de inicio no puede ser mayor que la fecha de finalización"
"Incorrect credit card expiration date","Fecha de vencimiento incorrecta de la tarjeta de crédito"
"Date From","Fecha Del"
"Specified date/time ""%1$s"" do not match format ""%2$s"".","Fecha/hora especificada ""%1$s"" no coincide con el formato ""%2$s""."
"Date/time format ""%s"" is not supported.","Formato de fecha/hora ""%s"" no está soportado."
"General","General"
"Manage Stores","Gestión de tiendas"
"Global","Global"
"Save","Guardar"
"Save Store","Guardar la tienda"
"Save Website","Guardar Página Web"
"Save Store View","Guardar Vista de Tienda"
"Enabled for Admin","Habilitado para Administrador"
"Enabled for Frontend","Habilitado para Portada"
"Host","Host"
"Timezone","Husos horarios"
"Unable to delete website. Please, try again later.","Imposible de eliminar el sitio web. Inténtelo de nuevo más tarde por favor."
"Unable to delete store. Please, try again later.","Imposible de eliminar la tienda. Inténtelo de nuevo más tarde por favor."
"Unable to delete store view. Please, try again later.","Imposible de eliminar la vista de tienda. Inténtelo de nuevo más tarde por favor."
"Store Information","Información de Tienda"
"Store View Information","Información de Vista de la Tienda"
"Website Information","Información del Sitio Web"
"Default Keywords","Keywords predeterminadas"
"The %s you entered is invalid. Please make sure that it follows ""http://domain.com/"" format.","La %s que ingreso es inválida. Asegurece que siga el formato ""http://domain.com/"" por favor."
"Deleting a %1$s will not delete the information associated with the %1$s (e.g. categories, products, etc.), but the %1$s will not be able to be restored. It is suggested that you create a database backup before deleting the %1$s.","La eliminación de un %1$s no eliminara la información asociada con %1$s (ejemp. categorías, productos, etc.), pero el %1$s no será capaz de restaurarse. Es recomendable que haga un respaldo para la base de datos antes de la eliminación del %1$s."
"Store with the same code","La tienda con el mismo código"
"Store doesn't exist","La tienda no existe"
"Store was successfully deleted.","La tienda se ha eliminado exitosamente."
"Store was successfully saved","La tienda se ha guardado exitosamente"
"Store view was successfully deleted.","La vista de tienda fue eliminada exitosamente."
"Locale","Local"
"Module ""%1$s"" can not be depended from ""%2$s""","Módulo ""%1$s"" no puede ser dependiente de ""%2$s"""
"Invalid messages storage ""%s"" for layout messages initialization","Mensaje almacenado inválido ""%s"" para la capa de inicialización de mensajes"
"Miscellaneous HTML","Misceláneas HTML"
"Miscellaneous scripts","Misceláneas scripts"
"Model class does not exist: %s","Modelo de la clase inexistente: %s"
"Edit Website","Modificar Sitio Web"
"Edit Store","Modificar Tienda"
"Edit Store View","Modificar Vista de Tienda"
"Module ""%1$s"" requires module ""%2$s""","Module ""%1$s"" requires module ""%2$s"""
"Wrong number of arguments for %s","Número erróneo de argumentos para %s"
"No","No"
"Your order can not be completed at this time as there is no payment methods available for it.","No hay métodos de pagos disponibles en este momento por lo que su pedido no puede ser completado."
"Cannot complete this operation from non-admin area.","No puede completar esta operación desde un área fuera de administrador."
"Cannot Delete Email Template","No se puede eliminar Plantilla de correo electrónico"
"Unable to proceed. Please, try again","No se puede proceder. Por favor, inténtelo de nuevo"
"Can't retrieve request object","No se puede recuperar el objeto solicitado"
"Can't retrieve entity config: %s","No se puede recuperar la entidad de configuración: %s"
"Name","Nombre"
"System Log File Name","Nombre de Archivo del Sistema de Registro"
"Invalid block name to set child %s: %s","Nombre de bloque para establecer hijo inválido %s: %s"
"Store Name","Nombre de Tienda"
"Store View Name","Nombre de Vista de Tienda"
"Exceptions Log File Name","Nombre del archivo de registro de excepciones"
"Current package name","Nombre del paquete actual"
"Sender name","Nombre del remitente"
"Website Name","Nombre del Sitio Web"
"Category object is required for determining product request path","Objeto de categoría es requerido para determinar la ruta del producto solicitado"
"Forgot Password Email Template","Olvido de contraseña, Plantilla de Email"
"Forgot Password Email Sender","Olvido de contraseña, Remitente de Email"
"Countries options","Opciones de países"
"Backup options","Opciones de Respaldo"
"Url Options","Opciones de Url"
"Locale options","Opciones Locales"
"Search Engines Optimization","Optimización de los motores de búsqueda"
"Sort order","Ordenar Pedido"
"Default country","País predeterminado"
"Package","Paquete"
"Default Pages","Páginas predeterminadas"
"Profiler","Perfil"
"Allow countries","Permitir países"
"Footer","Pie de página"
"Templates","Plantillas"
"Please select an option.","Por favor seleccione una opción."
"Please make sure your passwords match.","Por favor, asegúrese de que sus contraseñas coinciden."
"Please select State/Province.","Por favor, elija Estado/Provincia."
"Please select one of the above options.","Por favor, elija una de las opciones de arriba."
"Please select one of the options.","Por favor, elija una de las opciones."
"Please enter 6 or more characters.","Por favor, introduzca 6 o más caracteres."
"Please enter 6 or more characters. Leading or trailing spaces will be ignored.","Por favor, introduzca 6 o más caracteres. Los espacios entre caracteres serán ignorados."
"Please enter a valid zip code.","Por favor, introduzca un código postal válido."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Por favor, introduzca un código postal válido. Por ejemplo 90602 o 90602-1234."
"Please enter a valid email address. For example johndoe@domain.com.","Por favor, introduzca un Email válido. Por ejemplo juanperez@dominio.com."
"Please enter a valid social security number. For example 123-45-6789.","Por favor, introduzca un número de seguro social válido. Por ejemplo 123-45-6789."
"Please enter a valid credit card number.","Por favor, introduzca un número de tarjeta de crédito válido."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Por favor, introduzca un número de teléfono válido. Por ejemplo (123) 456-7890 o 123-456-7890."
"Please enter a number greater than 0 in this field.","Por favor, introduzca un número superior a 0 en este campo."
"Please enter a valid number in this field.","Por favor, introduzca un número válido en este campo."
"Please enter a valid $ amount. For example $100.00.","Por favor, introduzca una cantidad en $ válida. Por ejemplo: $ 100.00."
"Please enter valid password.","Por favor, introduzca una contraseña válida."
"Please enter a valid date.","Por favor, introduzca una fecha válida."
"Please enter a valid URL. http:// is required","Por favor, introduzca una URL válida. http:// es necesaria"
"Please enter a valid URL. For example http://www.example.com or www.example.com","Por favor, introduzca una URL válida. Por ejemplo http://www.example.com o www.example.com "
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Por favor, use este formato de fecha: dd/mm/aaaa. Por ejemplo 17/03/2006 para el 17 de marzo de 2006. "
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","Por favor, use sólo los números en este campo. Evitar espacios u otros caracteres, tales como puntos o comas."
"Please use letters only (a-z) in this field.","Por favor, use solo letras (a-z) en este campo."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Por favor, use solo letras (a-z) y números (0-9) o los espacios y # sólo en este campo."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Por favor, use solo letras (a-z) y números (0-9) sólo en este campo. Ni espacios ni cualquier otro carácter están permitidos."
"Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","Por favor, use solo letras (a-z), números (0-9) o guión bajo (_) en este campo, el primer carácter debe ser una letra."
"Default","Predeterminado"
"First Day of Week","Primer día de la semana"
"Developer","Programador"
"Port (25)","Puerto (25)"
"Root Category","Raíz de la categoría"
"Resource is not set","Recursos sin establecer"
"Prototype Deprecation Log","Registro Desaprobado Prototipo"
"Sales representative","Representante de ventas"
"Developer Client Restrictions","Restricciones de Clientes del Programador"
"Default Robots","Robots predeterminados"
"Cookie Path","Ruta de Cookie"
"Id path for specified store","Ruta Id especificada para tienda"
"Template Path Hints","Ruta Sugerida para Plantilla"
"Blocks HTML output","Salida de Bloques HTML"
"This category only","Sólo esta categoría"
"Controller file was loaded but class does not exist","Se cargó el archivo de controlador, pero la clase no existe"
"Security","Security"
"Secure","Segura"
"Select Date","Seleccionar Fecha"
"Services","Servicios"
"Logging from Mage::log(). File is located in {{base_dir}}/var/log","Sesión iniciada desde Mage::log(). El archivo se localiza en {{base_dir}}/var/log"
"Logging from Mage::logException(). File is located in {{base_dir}}/var/log","Sesión iniciada desde Mage::logException(). El archivo se localiza en {{base_dir}}/var/log"
"Session Lifetime, Seconds","Session Lifetime, Seconds"
"Default no-route url","Sin ruta para la URL predeterminada"
"System","Sistema"
"Website","Sitio Web"
"Website with the same code","Sitio Web con el mismo código"
"Website doesn't exist","Sitio web no existe"
"New Website","Sitio Web Nuevo"
"Website was successfully saved","Sitio Web se ha guardado exitosamente"
"Skin (Images / CSS)","Skin (Images / CSS)"
"Request path for specified store","Solicitud de ruta para tienda especificada"
"Logo Image Src","Src de la Imagen del Logo"
"Your session has been expired, you will be relogged in now.","Su sesión ha caducado, reingrese nuevamente."
"Title Prefix","Título del Prefijo"
"Title Suffix","Título del Sufijo"
"Default Title","Título Predeterminado"
"Themes","Temas"
"Welcome Text","Texto de bienvenida"
"Cookie Lifetime","Tiempo de Vida de Cookie"
"Store","Tienda"
"New Store","Tienda Nueva"
"Default Store","Tienda predeterminada"
"Requested invalid store ""%s""","Tienda solicitada inválida ""%s"""
"Invalid block type: %s","Tipo de bloque inválido: %s"
"Invalid base url type","Tipo de URL base inválida"
"Translate Inline","Traducción en línea"
"Translations","Traducciones"
"Translate cache should be disabled for both Frontend and Admin inline translations","Traducir caché debe estar desactivado para ambos Frontend y traducciones en línea de Administrador"
"Base URL","URL Base"
"Base JavaScript URL","URL Base JavaScript"
"Base Media URL","URL Base Media"
"Base Skin URL","URL Base Skin"
"Custom admin URL","URL de administrador personalizable"
"Default web url","URL Web predeterminada"
"Please use letters only (a-z or A-Z) in this field.","Usar únicamente letras (a-z o A-Z) en este campo por favor."
"Use HTTP Only","Utilizar HTTP únicamente"
"Use Web Server Rewrites","Utilizar Rewrites del servidor Web"
"Use custom admin URL","Utilizar URL de administrador personalizada"
"Use Secure URLs in Admin","Utilizar URLs seguras en Administrador"
"Use Secure URLs in Frontend","Utilizar URLs seguras en Frontend"
"Empty identifier field name","Vaciar campo identificador nombre"
"Empty main table name","Vaciar el nombre de la tabla principal"
"Session Validation Settings","Validación Configuración de Sesión"
"Validate HTTP_USER_AGENT","Validar HTTP_USER_AGENT"
"Validate HTTP_VIA","Validar HTTP_VIA"
"Validate HTTP_X_FORWARDED_FOR","Validar HTTP_X_FORWARDED_FOR"
"Validate REMOTE_ADDR","Validar REMOTE_ADDR"
"Values less than 60 are ignored.","Values less than 60 are ignored."
"Store View","Vista de Tienda"
"Store view doesn't exist","Vista de Tienda no existe"
"New Store View","Vista de Tienda Nueva"
"Default Store View","Vista de Tienda predeterminada"
"Store View was successfully saved","Vista de Tienda se ha guardado"
"Back","Volver"
"Web","Web"
"Yes","Yes"
"Your order can not be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address.","Your order can not be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address."
"Your search <strong>""%s""</strong> did not match any products. <br> Showing results using some of your search terms <strong><strike>""%s""</strike>""%s""</strong>","Tu búsqueda '%s' no coincidió con ningún producto. <br> Te mostramos resultados usando algunos de los términos de búsqueda <strong><strike>""%s""</strike>"
