País,Estado/Región,C.P./Código Postal,Subtotal del Pedido (y superior),Precio del envío
MEX,*,30514,4,3222
MEX,*,30515,5,3222
MEX,*,30516,6,3222
MEX,*,30519,9,3222
MEX,*,30540,0,3819
MEX,*,30560,0,3222
MEX,*,30563,3,3222
MEX,*,30564,4,3222
MEX,*,30565,5,3222
MEX,*,30566,6,3222
MEX,*,30567,7,3222
MEX,*,30568,8,3222
MEX,*,30570,0,3222
MEX,*,30573,3,3222
MEX,*,30574,4,3222
MEX,*,30575,5,3222
MEX,*,30576,6,3222
MEX,*,30577,7,3222
MEX,*,30580,0,3222
MEX,*,30582,2,3222
MEX,*,30583,3,3222
MEX,*,30584,4,3222
MEX,*,30585,5,3222
MEX,*,30586,6,3222
MEX,*,30587,7,3222
MEX,*,30590,0,3222
MEX,*,30593,3,3222
MEX,*,30594,4,3222
MEX,*,30595,5,3222
MEX,*,30596,6,3222
MEX,*,30600,0,3222
MEX,*,30603,3,3222
MEX,*,30604,4,3222
MEX,*,30605,5,3222
MEX,*,30606,6,3222
MEX,*,30607,7,3222
MEX,*,30610,0,3222
MEX,*,30613,3,3222
MEX,*,30614,4,3222
MEX,*,30615,5,3222
MEX,*,30616,6,3222
MEX,*,30617,7,3222
MEX,*,30640,0,2922
MEX,*,30643,3,2922
MEX,*,30644,4,2922
MEX,*,30645,5,2922
MEX,*,30646,6,2922
MEX,*,30647,7,2922
MEX,*,30648,8,2922
MEX,*,30649,9,2922
MEX,*,30650,0,2922
MEX,*,30651,1,2922
MEX,*,30654,4,2922
MEX,*,30655,5,2922
MEX,*,30656,6,2922
MEX,*,30660,0,2922
MEX,*,30662,2,2922
MEX,*,30664,4,2922
MEX,*,30665,5,2922
MEX,*,30666,6,2922
MEX,*,30667,7,2922
MEX,*,30670,0,2922
MEX,*,30673,3,2922
MEX,*,30674,4,2922
MEX,*,30675,5,2922
MEX,*,30676,6,2922
MEX,*,30677,7,2922
MEX,*,30680,0,2922
MEX,*,30683,3,2922
MEX,*,30686,6,2922
MEX,*,30689,9,2922
MEX,*,30690,0,2922
MEX,*,30693,3,2922
MEX,*,30695,5,2922
MEX,*,30700,0,2922
MEX,*,30705,5,2922
MEX,*,30709,9,2922
MEX,*,30710,0,2922
MEX,*,30716,6,2922
MEX,*,30718,8,2922
MEX,*,30719,9,2922
MEX,*,30720,0,2922
MEX,*,30723,3,2922
MEX,*,30724,4,2922
MEX,*,30725,5,2922
MEX,*,30726,6,2922
MEX,*,30729,9,2922
MEX,*,30730,0,2922
MEX,*,30734,4,2922
MEX,*,30735,5,2922
MEX,*,30736,6,2922
MEX,*,30737,7,2922
MEX,*,30738,8,2922
MEX,*,30739,9,2922
MEX,*,30740,0,2922
MEX,*,30745,5,2922
MEX,*,30747,7,2922
MEX,*,30748,8,2922
MEX,*,30749,9,2922
MEX,*,30750,0,2922
MEX,*,30755,5,2922
MEX,*,30757,7,2922
MEX,*,30760,0,2922
MEX,*,30763,3,2922
MEX,*,30766,6,2922
MEX,*,30767,7,2922
MEX,*,30768,8,2922
MEX,*,30769,9,2922
MEX,*,30770,0,2922
MEX,*,30778,8,2922
MEX,*,30779,9,2922
MEX,*,30780,0,2922
MEX,*,30783,3,2922
MEX,*,30784,4,2922
MEX,*,30785,5,2922
MEX,*,30786,6,2922
MEX,*,30787,7,2922
MEX,*,30788,8,2922
MEX,*,30789,9,2922
MEX,*,30790,0,2922
MEX,*,30792,2,2922
MEX,*,30793,3,2922
MEX,*,30794,4,2922
MEX,*,30795,5,2922
MEX,*,30796,6,2922
MEX,*,30797,7,2922
MEX,*,30798,8,2922
MEX,*,30799,9,2922
MEX,*,30800,0,2922
MEX,*,30802,2,2922
MEX,*,30803,3,2922
MEX,*,30804,4,2922
MEX,*,30805,5,2922
MEX,*,30806,6,2922
MEX,*,30807,7,2922
MEX,*,30808,8,2922
MEX,*,30809,9,2922
MEX,*,30810,0,2922
MEX,*,30812,2,2922
MEX,*,30813,3,2922
MEX,*,30814,4,2922
MEX,*,30815,5,2922
MEX,*,30816,6,2922
MEX,*,30817,7,2922
MEX,*,30818,8,2922
MEX,*,30820,0,2922
MEX,*,30823,3,2922
MEX,*,30824,4,2922
MEX,*,30825,5,2922
MEX,*,30826,6,2922
MEX,*,30827,7,2922
MEX,*,30828,8,2922
MEX,*,30829,9,2922
MEX,*,30830,0,2922
MEX,*,30832,2,2922
MEX,*,30833,3,2922
MEX,*,30834,4,2922
MEX,*,30835,5,2922
MEX,*,30836,6,2922
MEX,*,30837,7,2922
MEX,*,30838,8,2922
MEX,*,30839,9,2922
MEX,*,30840,0,2922
MEX,*,30850,0,2922
MEX,*,30851,1,2922
MEX,*,30852,2,2922
MEX,*,30853,3,2922
MEX,*,30854,4,2922
MEX,*,30855,5,2922
MEX,*,30858,8,2922
MEX,*,30860,0,2922
MEX,*,30861,1,2922
MEX,*,30862,2,2922
MEX,*,30866,6,2922
MEX,*,30867,7,2922
MEX,*,30868,8,2922
MEX,*,30869,9,2922
MEX,*,30870,0,2922
MEX,*,30871,1,2922
MEX,*,30874,4,2922
MEX,*,30875,5,2922
MEX,*,30876,6,2922
MEX,*,30877,7,2922
MEX,*,30880,0,2922
MEX,*,30881,1,2922
MEX,*,30884,4,2922
MEX,*,30890,0,2922
MEX,*,30892,2,2922
MEX,*,30893,3,2922
MEX,*,30894,4,2922
MEX,*,30895,5,2922
MEX,*,30896,6,2922
MEX,*,30897,7,2922
MEX,*,30898,8,2922
MEX,*,30900,0,2922
MEX,*,30902,2,2922
MEX,*,30903,3,2922
MEX,*,30904,4,2922
MEX,*,30905,5,2922
MEX,*,30906,6,2922
MEX,*,30907,7,2922
MEX,*,30910,0,2922
MEX,*,30911,1,2922
MEX,*,30913,3,2922
MEX,*,30914,4,2922
MEX,*,30915,5,2922
MEX,*,30916,6,2922
MEX,*,30917,7,2922
MEX,*,30918,8,2922
MEX,*,30919,9,2922
MEX,*,01000,,299
MEX,*,01010,,299
MEX,*,01020,,299
MEX,*,01028,,299
MEX,*,01029,,299
MEX,*,01030,,299
MEX,*,01040,,299
MEX,*,01048,,299
MEX,*,01049,,299
MEX,*,01050,,299
MEX,*,01060,,299
MEX,*,01070,,299
MEX,*,01080,,299
MEX,*,01089,,299
MEX,*,01090,,299
MEX,*,01100,,299
MEX,*,01109,,299
MEX,*,01110,,299
MEX,*,01116,,299
MEX,*,01120,,299
MEX,*,01125,,299
MEX,*,01130,,299
MEX,*,01139,,299
MEX,*,01140,,299
MEX,*,01150,,299
MEX,*,01159,,299
MEX,*,01160,,299
MEX,*,01170,,299
MEX,*,01180,,299
MEX,*,01184,,299
MEX,*,01200,,299
MEX,*,01209,,299
MEX,*,01210,,299
MEX,*,01219,,299
MEX,*,01220,,299
MEX,*,01230,,299
MEX,*,01239,,299
MEX,*,01240,,299
MEX,*,01250,,299
MEX,*,01259,,299
MEX,*,01260,,299
MEX,*,01269,,299
MEX,*,01270,,299
MEX,*,01275,,299
MEX,*,01276,,299
MEX,*,01278,,299
MEX,*,01279,,299
MEX,*,01280,,299
MEX,*,01285,,299
MEX,*,01289,,299
MEX,*,01290,,299
MEX,*,01296,,299
MEX,*,01298,,299
MEX,*,01299,,299
MEX,*,01310,,299
MEX,*,01320,,299
MEX,*,01330,,299
MEX,*,01340,,299
MEX,*,01376,,299
MEX,*,01377,,299
MEX,*,01379,,299
MEX,*,01389,,299
MEX,*,01400,,299
MEX,*,01407,,299
MEX,*,01408,,299
MEX,*,01410,,299
MEX,*,01419,,299
MEX,*,01420,,299
MEX,*,01430,,299
MEX,*,01440,,299
MEX,*,01450,,299
MEX,*,01460,,299
MEX,*,01470,,299
MEX,*,01480,,299
MEX,*,01490,,299
MEX,*,01500,,299
MEX,*,01504,,299
MEX,*,01505,,299
MEX,*,01506,,299
MEX,*,01507,,299
MEX,*,01508,,299
MEX,*,01509,,299
MEX,*,01510,,299
MEX,*,01520,,299
MEX,*,01530,,299
MEX,*,01537,,299
MEX,*,01538,,299
MEX,*,01539,,299
MEX,*,01540,,299
MEX,*,01548,,299
MEX,*,01549,,299
MEX,*,01550,,299
MEX,*,01560,,299
MEX,*,01566,,299
MEX,*,01567,,299
MEX,*,01569,,299
MEX,*,01580,,299
MEX,*,01585,,299
MEX,*,01586,,299
MEX,*,01587,,299
MEX,*,01588,,299
MEX,*,01589,,299
MEX,*,01590,,299
MEX,*,01600,,299
MEX,*,01610,,299
MEX,*,01618,,299
MEX,*,01619,,299
MEX,*,01620,,299
MEX,*,01630,,299
MEX,*,01640,,299
MEX,*,01645,,299
MEX,*,01650,,299
MEX,*,01700,,299
MEX,*,01708,,299
MEX,*,01710,,299
MEX,*,01720,,299
MEX,*,01729,,299
MEX,*,01730,,299
MEX,*,01740,,299
MEX,*,01750,,299
MEX,*,01759,,299
MEX,*,01760,,299
MEX,*,01770,,299
MEX,*,01780,,299
MEX,*,01788,,299
MEX,*,01789,,299
MEX,*,01790,,299
MEX,*,01800,,299
MEX,*,01807,,299
MEX,*,01810,,299
MEX,*,01820,,299
MEX,*,01830,,299
MEX,*,01840,,299
MEX,*,01849,,299
MEX,*,01856,,299
MEX,*,01857,,299
MEX,*,01859,,299
MEX,*,01860,,299
MEX,*,01863,,299
MEX,*,01870,,299
MEX,*,01900,,299
MEX,*,01904,,299
MEX,*,01940,,299
MEX,*,01990,,299
MEX,*,02000,,299
MEX,*,02008,,299
MEX,*,02010,,299
MEX,*,02020,,299
MEX,*,02040,,299
MEX,*,02050,,299
MEX,*,02060,,299
MEX,*,02070,,299
MEX,*,02080,,299
MEX,*,02090,,299
MEX,*,02099,,299
MEX,*,02100,,299
MEX,*,02109,,299
MEX,*,02110,,299
MEX,*,02120,,299
MEX,*,02125,,299
MEX,*,02127,,299
MEX,*,02128,,299
MEX,*,02129,,299
MEX,*,02130,,299
MEX,*,02140,,299
MEX,*,02150,,299
MEX,*,02160,,299
MEX,*,02169,,299
MEX,*,02200,,299
MEX,*,02230,,299
MEX,*,02240,,299
MEX,*,02250,,299
MEX,*,02260,,299
MEX,*,02300,,299
MEX,*,02310,,299
MEX,*,02320,,299
MEX,*,02330,,299
MEX,*,02340,,299
MEX,*,02350,,299
MEX,*,02360,,299
MEX,*,02400,,299
MEX,*,02409,,299
MEX,*,02410,,299
MEX,*,02419,,299
MEX,*,02420,,299
MEX,*,02430,,299
MEX,*,02440,,299
MEX,*,02450,,299
MEX,*,02459,,299
MEX,*,02460,,299
MEX,*,02470,,299
MEX,*,02479,,299
MEX,*,02480,,299
MEX,*,02490,,299
MEX,*,02500,,299
MEX,*,02510,,299
MEX,*,02519,,299
MEX,*,02520,,299
MEX,*,02525,,299
MEX,*,02530,,299
MEX,*,02540,,299
MEX,*,02600,,299
MEX,*,02630,,299
MEX,*,02640,,299
MEX,*,02650,,299
MEX,*,02660,,299
MEX,*,02670,,299
MEX,*,02680,,299
MEX,*,02700,,299
MEX,*,02710,,299
MEX,*,02718,,299
MEX,*,02719,,299
MEX,*,02720,,299
MEX,*,02729,,299
MEX,*,02730,,299
MEX,*,02739,,299
MEX,*,02750,,299
MEX,*,02760,,299
MEX,*,02770,,299
MEX,*,02780,,299
MEX,*,02790,,299
MEX,*,02800,,299
MEX,*,02810,,299
MEX,*,02830,,299
MEX,*,02840,,299
MEX,*,02850,,299
MEX,*,02860,,299
MEX,*,02870,,299
MEX,*,02900,,299
MEX,*,02910,,299
MEX,*,02920,,299
MEX,*,02930,,299
MEX,*,02940,,299
MEX,*,02950,,299
MEX,*,02960,,299
MEX,*,02970,,299
MEX,*,02980,,299
MEX,*,02990,,299
MEX,*,03000,,299
MEX,*,03010,,299
MEX,*,03020,,299
MEX,*,03023,,299
MEX,*,03027,,299
MEX,*,03028,,299
MEX,*,03100,,299
MEX,*,03103,,299
MEX,*,03104,,299
MEX,*,03109,,299
MEX,*,03199,,299
MEX,*,03200,,299
MEX,*,03219,,299
MEX,*,03220,,299
MEX,*,03229,,299
MEX,*,03230,,299
MEX,*,03240,,299
MEX,*,03300,,299
MEX,*,03303,,299
MEX,*,03310,,299
MEX,*,03313,,299
MEX,*,03319,,299
MEX,*,03320,,299
MEX,*,03330,,299
MEX,*,03339,,299
MEX,*,03340,,299
MEX,*,03400,,299
MEX,*,03410,,299
MEX,*,03420,,299
MEX,*,03430,,299
MEX,*,03440,,299
MEX,*,03500,,299
MEX,*,03510,,299
MEX,*,03520,,299
MEX,*,03530,,299
MEX,*,03540,,299
MEX,*,03550,,299
MEX,*,03560,,299
MEX,*,03570,,299
MEX,*,03580,,299
MEX,*,03590,,299
MEX,*,03600,,299
MEX,*,03610,,299
MEX,*,03620,,299
MEX,*,03630,,299
MEX,*,03640,,299
MEX,*,03650,,299
MEX,*,03660,,299
MEX,*,03700,,299
MEX,*,03710,,299
MEX,*,03720,,299
MEX,*,03730,,299
MEX,*,03740,,299
MEX,*,03800,,299
MEX,*,03809,,299
MEX,*,03810,,299
MEX,*,03818,,299
MEX,*,03819,,299
MEX,*,03820,,299
MEX,*,03840,,299
MEX,*,03849,,299
MEX,*,03900,,299
MEX,*,03910,,299
MEX,*,03920,,299
MEX,*,03930,,299
MEX,*,03940,,299
MEX,*,03949,,299
MEX,*,04000,,299
MEX,*,04009,,299
MEX,*,04010,,299
MEX,*,04020,,299
MEX,*,04030,,299
MEX,*,04040,,299
MEX,*,04100,,299
MEX,*,04110,,299
MEX,*,04120,,299
MEX,*,04129,,299
MEX,*,04200,,299
MEX,*,04210,,299
MEX,*,04230,,299
MEX,*,04239,,299
MEX,*,04240,,299
MEX,*,04250,,299
MEX,*,04259,,299
MEX,*,04260,,299
MEX,*,04270,,299
MEX,*,04280,,299
MEX,*,04300,,299
MEX,*,04307,,299
MEX,*,04309,,299
MEX,*,04310,,299
MEX,*,04317,,299
MEX,*,04318,,299
MEX,*,04319,,299
MEX,*,04320,,299
MEX,*,04326,,299
MEX,*,04327,,299
MEX,*,04330,,299
MEX,*,04336,,299
MEX,*,04337,,299
MEX,*,04338,,299
MEX,*,04340,,299
MEX,*,04350,,299
MEX,*,04359,,299
MEX,*,04360,,299
MEX,*,04368,,299
MEX,*,04369,,299
MEX,*,04370,,299
MEX,*,04380,,299
MEX,*,04390,,299
MEX,*,04400,,299
MEX,*,04410,,299
MEX,*,04420,,299
MEX,*,04440,,299
MEX,*,04450,,299
MEX,*,04460,,299
MEX,*,04470,,299
MEX,*,04480,,299
MEX,*,04489,,299
MEX,*,04490,,299
MEX,*,04500,,299
MEX,*,04510,,299
MEX,*,04513,,299
MEX,*,04519,,299
MEX,*,04530,,299
MEX,*,04535,,299
MEX,*,04600,,299
MEX,*,04610,,299
MEX,*,04620,,299
MEX,*,04630,,299
MEX,*,04640,,299
MEX,*,04650,,299
MEX,*,04660,,299
MEX,*,04700,,299
MEX,*,04710,,299
MEX,*,04718,,299
MEX,*,04719,,299
MEX,*,04720,,299
MEX,*,04729,,299
MEX,*,04730,,299
MEX,*,04738,,299
MEX,*,04739,,299
MEX,*,04800,,299
MEX,*,04810,,299
MEX,*,04815,,299
MEX,*,04830,,299
MEX,*,04840,,299
MEX,*,04843,,299
MEX,*,04849,,299
MEX,*,04850,,299
MEX,*,04859,,299
MEX,*,04870,,299
MEX,*,04890,,299
MEX,*,04899,,299
MEX,*,04908,,299
MEX,*,04909,,299
MEX,*,04910,,299
MEX,*,04918,,299
MEX,*,04919,,299
MEX,*,04920,,299
MEX,*,04921,,299
MEX,*,04929,,299
MEX,*,04930,,299
MEX,*,04938,,299
MEX,*,04939,,299
MEX,*,04940,,299
MEX,*,04950,,299
MEX,*,04960,,299
MEX,*,04970,,299
MEX,*,04980,,299
MEX,*,05000,,299
MEX,*,05009,,299
MEX,*,05010,,299
MEX,*,05020,,299
MEX,*,05030,,299
MEX,*,05039,,299
MEX,*,05050,,299
MEX,*,05060,,299
MEX,*,05100,,299
MEX,*,05110,,299
MEX,*,05118,,299
MEX,*,05119,,299
MEX,*,05120,,299
MEX,*,05126,,299
MEX,*,05128,,299
MEX,*,05129,,299
MEX,*,05130,,299
MEX,*,05200,,299
MEX,*,05214,,299
MEX,*,05219,,299
MEX,*,05220,,299
MEX,*,05230,,299
MEX,*,05238,,299
MEX,*,05240,,299
MEX,*,05249,,299
MEX,*,05260,,299
MEX,*,05268,,299
MEX,*,05269,,299
MEX,*,05270,,299
MEX,*,05280,,299
MEX,*,05310,,299
MEX,*,05320,,299
MEX,*,05330,,299
MEX,*,05348,,299
MEX,*,05349,,299
MEX,*,05360,,299
MEX,*,05370,,299
MEX,*,05379,,299
MEX,*,05400,,299
MEX,*,05410,,299
MEX,*,05500,,299
MEX,*,05520,,299
MEX,*,05530,,299
MEX,*,05600,,299
MEX,*,05610,,299
MEX,*,05619,,299
MEX,*,05620,,299
MEX,*,05700,,299
MEX,*,05710,,299
MEX,*,05730,,299
MEX,*,05750,,299
